rpm,map_kpa,torque,ve_f,ve_r,spark_f,spark_r,afr_cmd_f,afr_cmd_r,afr_meas_f,afr_meas_r,iat,knock,vbatt,tps
2820.94,75.28,70.01,120,121,24,22,13.0,13.0,15.65,14.76,111.0,0,13.91,19.7
2800.0,74.79,70.0,120,121,24,22,13.0,13.0,13.71,13.86,111.0,0,13.93,20.0
2779.06,74.31,70.01,120,121,24,22,13.0,13.0,12.98,11.12,111.0,0,13.92,20.3
2758.13,73.85,70.03,120,121,24,22,13.0,13.0,13.58,13.26,111.0,0,13.91,20.5
2737.23,73.39,70.07,120,121,24,22,13.0,13.0,12.62,11.95,111.0,0,13.92,20.8
2716.38,72.95,70.12,120,121,24,22,13.0,13.0,13.17,11.63,110.9,0,13.89,21.0
2695.58,72.52,70.19,120,121,24,22,13.0,13.0,13.74,11.95,110.9,0,13.93,21.3
2674.85,72.1,70.28,120,121,24,22,13.0,13.0,14.17,10.8,110.9,0,13.9,21.5
2654.21,71.71,70.38,120,121,24,22,13.0,13.0,14.94,16.4,110.9,0,13.89,21.8
2633.67,71.33,70.49,120,121,24,22,13.0,13.0,13.33,10.96,110.9,0,13.91,22.0
2613.24,70.96,70.62,120,121,24,22,13.0,13.0,13.79,12.88,110.9,0,13.88,22.3
2592.94,70.62,70.76,120,121,24,22,13.0,13.0,14.1,14.69,110.9,0,13.93,22.5
2572.79,70.29,70.92,120,121,24,22,13.0,13.0,13.65,12.49,110.9,0,13.92,22.7
2552.79,69.99,71.09,120,121,24,22,13.0,13.0,13.12,9.59,110.9,0,13.87,22.9
2532.95,69.7,71.28,120,121,24,22,13.0,13.0,14.68,14.11,110.9,0,13.9,23.1
2513.31,69.43,71.47,120,121,24,22,13.0,13.0,12.42,12.21,110.9,0,13.87,23.3
2493.85,69.19,71.69,120,121,24,22,13.0,13.0,12.97,14.61,110.9,0,13.89,23.5
2474.61,68.97,71.91,120,121,24,22,13.0,13.0,12.4,10.99,110.9,0,13.9,23.7
2455.59,68.77,72.15,120,121,24,22,13.0,13.0,12.23,13.33,110.9,0,13.89,23.9
2436.81,68.59,72.4,120,121,24,22,13.0,13.0,14.95,13.27,110.8,0,13.91,24.0
2418.27,68.43,72.66,120,121,24,22,13.0,13.0,11.73,12.61,110.8,0,13.91,24.2
2400.0,68.3,72.93,120,121,24,22,13.0,13.0,13.53,13.01,110.8,0,13.9,24.3
2382.0,68.19,73.21,120,121,24,22,13.0,13.0,11.95,9.78,110.8,0,13.88,24.5
2364.29,68.11,73.51,120,121,24,22,13.0,13.0,14.21,13.54,110.8,0,13.92,24.6
2346.88,68.05,73.81,120,121,24,22,13.0,13.0,13.48,12.88,110.8,0,13.9,24.7
2329.77,68.01,74.12,120,121,24,22,13.0,13.0,11.35,12.83,110.8,0,13.89,24.8
2312.99,68.0,74.44,120,121,24,22,13.0,13.0,12.48,11.47,110.8,0,13.9,24.8
2296.54,68.01,74.78,120,121,24,22,13.0,13.0,14.05,13.57,110.8,0,13.88,24.9
2280.44,68.05,75.11,120,121,24,22,13.0,13.0,13.34,12.56,110.7,0,13.86,24.9
2264.7,68.11,75.46,120,121,24,22,13.0,13.0,14.05,11.9,110.7,0,13.91,25.0
2249.32,68.19,75.81,120,121,24,22,13.0,13.0,12.24,13.58,110.7,0,13.92,25.0
2234.31,68.3,76.17,120,121,24,22,13.0,13.0,13.32,13.31,110.7,0,13.89,25.0
2219.7,68.43,76.54,120,121,24,22,13.0,13.0,12.71,11.38,110.7,0,13.92,25.0
2205.48,68.59,76.91,120,121,24,22,13.0,13.0,14.26,12.14,110.7,0,13.9,25.0
2191.68,68.77,77.29,120,121,24,22,13.0,13.0,12.31,11.18,110.7,0,13.89,24.9
2178.28,68.97,77.67,120,121,24,22,13.0,13.0,11.75,10.45,110.7,0,13.91,24.9
2165.32,69.19,78.05,120,121,24,22,13.0,13.0,11.95,12.68,110.6,0,13.85,24.8
2152.79,69.43,78.44,120,121,24,22,13.0,13.0,13.06,11.94,110.6,0,13.89,24.8
2140.7,69.7,78.82,120,121,24,22,13.0,13.0,13.86,12.61,110.6,0,13.91,24.7
2129.06,69.99,79.22,120,121,24,22,13.0,13.0,13.0,13.33,110.6,0,13.88,24.6
2117.89,70.29,79.61,120,121,24,22,13.0,13.0,12.91,12.51,110.6,0,13.91,24.5
2107.18,70.62,80.0,120,121,24,22,13.0,13.0,12.31,13.68,110.6,0,13.91,24.3
2096.95,70.96,80.39,120,121,24,22,13.0,13.0,12.3,13.66,110.5,0,13.89,24.2
2087.19,71.33,80.78,120,121,24,22,13.0,13.0,12.22,11.89,110.5,0,13.88,24.0
2077.93,71.71,81.18,120,121,24,22,13.0,13.0,13.2,12.61,110.5,0,13.89,23.9
2069.16,72.1,81.56,120,121,24,22,13.0,13.0,13.75,13.88,110.5,0,13.9,23.7
2060.9,72.52,81.95,120,121,24,22,13.0,13.0,10.84,13.43,110.5,0,13.86,23.5
2053.14,72.95,82.33,120,121,24,22,13.0,13.0,11.91,12.69,110.5,0,13.93,23.3
2045.89,73.39,82.71,120,121,24,22,13.0,13.0,10.24,11.1,110.4,0,13.89,23.1
2039.15,73.85,83.09,120,121,24,22,13.0,13.0,13.53,11.0,110.4,0,13.88,22.9
2032.94,74.31,83.46,120,121,24,22,13.0,13.0,14.06,13.96,110.4,0,13.89,22.7
2027.26,74.79,83.83,120,121,24,22,13.0,13.0,13.84,13.04,110.4,0,13.88,22.5
2022.1,75.28,84.19,120,121,24,22,13.0,13.0,12.04,12.22,110.4,0,13.88,22.3
2017.48,75.78,84.54,120,121,24,22,13.0,13.0,13.24,14.15,110.4,0,13.87,22.0
2013.4,76.29,84.89,120,121,24,22,13.0,13.0,13.45,11.76,110.3,0,13.9,21.8
2009.85,76.81,85.22,120,121,24,22,13.0,13.0,13.06,14.19,110.3,0,13.9,21.5
2006.84,77.33,85.56,120,121,24,22,13.0,13.0,12.99,14.92,110.3,0,13.93,21.3
2004.38,77.86,85.88,120,121,24,22,13.0,13.0,13.82,13.91,110.3,0,13.91,21.0
2002.47,78.39,86.19,120,121,24,22,13.0,13.0,14.42,13.91,110.3,0,13.89,20.8
2001.1,78.92,86.49,120,121,24,22,13.0,13.0,12.82,13.54,110.2,0,13.87,20.5
2000.27,79.46,86.79,120,121,24,22,13.0,13.0,12.1,15.08,110.2,0,13.88,20.3
2000.0,80.0,87.07,120,121,24,22,13.0,13.0,13.22,13.46,110.2,0,13.92,20.0
2000.27,80.54,87.34,120,121,24,22,13.0,13.0,11.87,12.2,110.2,0,13.9,19.7
2001.1,81.08,87.6,120,121,24,22,13.0,13.0,12.02,14.93,110.2,0,13.9,19.5
2002.47,81.61,87.85,120,121,24,22,13.0,13.0,13.55,11.97,110.1,0,13.91,19.2
2004.38,82.14,88.09,120,121,24,22,13.0,13.0,15.25,13.08,110.1,0,13.88,19.0
2006.84,82.67,88.31,120,121,24,22,13.0,13.0,13.84,12.61,110.1,0,13.87,18.7
2009.85,83.19,88.53,120,121,24,22,13.0,13.0,11.47,11.79,110.1,0,13.91,18.5
2013.4,83.71,88.72,120,121,24,22,13.0,13.0,11.76,12.17,110.0,0,13.89,18.2
2017.48,84.22,88.91,120,121,24,22,13.0,13.0,13.08,14.24,110.0,0,13.92,18.0
2022.1,84.72,89.08,120,121,24,22,13.0,13.0,12.29,14.41,110.0,0,13.88,17.7
2027.26,85.21,89.24,120,121,24,22,13.0,13.0,14.41,13.96,110.0,0,13.91,17.5
2032.94,85.69,89.38,120,121,24,22,13.0,13.0,10.97,14.38,110.0,0,13.89,17.3
2039.15,86.15,89.51,120,121,24,22,13.0,13.0,11.98,12.29,109.9,0,13.89,17.1
2045.89,86.61,89.62,120,121,24,22,13.0,13.0,13.13,13.77,109.9,0,13.9,16.9
2053.14,87.05,89.72,120,121,24,22,13.0,13.0,14.56,11.82,109.9,0,13.91,16.7
2060.9,87.48,89.81,120,121,24,22,13.0,13.0,11.23,13.95,109.9,0,13.91,16.5
2069.16,87.9,89.88,120,121,24,22,13.0,13.0,12.75,13.89,109.8,0,13.91,16.3
2077.93,88.29,89.93,120,121,24,22,13.0,13.0,13.11,11.69,109.8,0,13.92,16.1
2087.19,88.67,89.97,120,121,24,22,13.0,13.0,14.43,14.64,109.8,0,13.89,16.0
2096.95,89.04,89.99,120,121,24,22,13.0,13.0,14.65,13.62,109.8,0,13.92,15.8
2107.18,89.38,90.0,120,121,24,22,13.0,13.0,13.32,15.03,109.7,0,13.87,15.7
2117.89,89.71,89.99,120,121,24,22,13.0,13.0,11.79,13.97,109.7,0,13.9,15.5
2129.06,90.01,89.97,120,121,24,22,13.0,13.0,12.23,15.12,109.7,0,13.89,15.4
2140.7,90.3,89.93,120,121,24,22,13.0,13.0,12.94,13.81,109.6,0,13.9,15.3
2152.79,90.57,89.88,120,121,24,22,13.0,13.0,10.21,11.2,109.6,0,13.89,15.2
2165.32,90.81,89.81,120,121,24,22,13.0,13.0,14.91,12.55,109.6,0,13.9,15.2
2178.28,91.03,89.72,120,121,24,22,13.0,13.0,14.78,13.44,109.6,0,13.91,15.1
2191.68,91.23,89.62,120,121,24,22,13.0,13.0,12.95,12.42,109.5,0,13.88,15.1
2205.48,91.41,89.51,120,121,24,22,13.0,13.0,12.11,13.4,109.5,0,13.89,15.0
2219.7,91.57,89.38,120,121,24,22,13.0,13.0,12.12,13.72,109.5,0,13.92,15.0
2234.31,91.7,89.24,120,121,24,22,13.0,13.0,15.09,12.59,109.5,0,13.91,15.0
2249.32,91.81,89.08,120,121,24,22,13.0,13.0,11.62,12.7,109.4,0,13.87,15.0
2264.7,91.89,88.91,120,121,24,22,13.0,13.0,14.45,12.93,109.4,0,13.92,15.0
2280.44,91.95,88.72,120,121,24,22,13.0,13.0,11.56,10.69,109.4,0,13.93,15.1
2296.54,91.99,88.53,120,121,24,22,13.0,13.0,10.98,12.23,109.3,0,13.92,15.1
2312.99,92.0,88.31,120,121,24,22,13.0,13.0,12.77,13.23,109.3,0,13.93,15.2
2329.77,91.99,88.09,120,121,24,22,13.0,13.0,12.39,14.38,109.3,0,13.88,15.2
2346.88,91.95,87.85,120,121,24,22,13.0,13.0,14.17,12.8,109.3,0,13.9,15.3
2364.29,91.89,87.6,120,121,24,22,13.0,13.0,11.95,12.5,109.2,0,13.89,15.4
2382.0,91.81,87.34,120,121,24,22,13.0,13.0,13.66,13.17,109.2,0,13.9,15.5
2400.0,91.7,87.07,120,121,24,22,13.0,13.0,12.22,15.0,109.2,0,13.87,15.7
2418.27,91.57,86.79,120,121,24,22,13.0,13.0,10.98,15.11,109.1,0,13.86,15.8
2436.81,91.41,86.49,120,121,24,22,13.0,13.0,14.52,13.44,109.1,0,13.91,16.0
2455.59,91.23,86.19,120,121,24,22,13.0,13.0,13.08,12.69,109.1,0,13.91,16.1
2474.61,91.03,85.88,120,121,24,22,13.0,13.0,14.87,14.88,109.0,0,13.89,16.3
2493.85,90.81,85.56,120,121,24,22,13.0,13.0,14.05,12.08,109.0,0,13.9,16.5
2513.31,90.57,85.22,120,121,24,22,13.0,13.0,12.93,14.91,109.0,0,13.87,16.7
2532.95,90.3,84.89,120,121,24,22,13.0,13.0,13.88,12.97,109.0,0,13.87,16.9
2552.79,90.01,84.54,120,121,24,22,13.0,13.0,13.84,12.96,108.9,0,13.86,17.1
2572.79,89.71,84.19,120,121,24,22,13.0,13.0,13.64,11.47,108.9,0,13.89,17.3
2592.94,89.38,83.83,120,121,24,22,13.0,13.0,11.65,12.49,108.9,0,13.92,17.5
2613.24,89.04,83.46,120,121,24,22,13.0,13.0,13.49,11.67,108.8,0,13.9,17.7
2633.67,88.67,83.09,120,121,24,22,13.0,13.0,12.92,15.01,108.8,0,13.91,18.0
2654.21,88.29,82.71,120,121,24,22,13.0,13.0,11.6,11.91,108.8,0,13.91,18.2
2674.85,87.9,82.33,120,121,24,22,13.0,13.0,13.67,12.71,108.7,0,13.89,18.5
2695.58,87.48,81.95,120,121,24,22,13.0,13.0,13.41,13.75,108.7,0,13.85,18.7
2716.38,87.05,81.56,120,121,24,22,13.0,13.0,12.62,14.37,108.7,0,13.87,19.0
2737.23,86.61,81.18,120,121,24,22,13.0,13.0,13.82,11.94,108.6,0,13.9,19.2
2758.13,86.15,80.78,120,121,24,22,13.0,13.0,12.04,11.5,108.6,0,13.9,19.5
2779.06,85.69,80.39,120,121,24,22,13.0,13.0,12.83,15.16,108.6,0,13.92,19.7
2800.0,85.21,80.0,120,121,24,22,13.0,13.0,11.3,13.76,108.5,0,13.92,20.0
2820.94,84.72,79.61,120,121,24,22,13.0,13.0,13.85,15.54,108.5,0,13.94,20.3
2841.87,84.22,79.22,120,121,24,22,13.0,13.0,12.24,13.81,108.5,0,13.95,20.5
2862.77,83.71,78.82,120,121,24,22,13.0,13.0,14.32,12.56,108.4,0,13.87,20.8
2883.62,83.19,78.44,120,121,24,22,13.0,13.0,11.39,14.1,108.4,0,13.9,21.0
2904.42,82.67,78.05,120,121,24,22,13.0,13.0,12.83,12.65,108.4,0,13.88,21.3
2925.15,82.14,77.67,120,121,24,22,13.0,13.0,13.67,13.28,108.3,0,13.91,21.5
2945.79,81.61,77.29,120,121,24,22,13.0,13.0,11.34,15.4,108.3,0,13.92,21.8
2966.33,81.08,76.91,120,121,24,22,13.0,13.0,14.17,10.88,108.3,0,13.92,22.0
2986.76,80.54,76.54,120,121,24,22,13.0,13.0,11.58,13.78,108.2,0,13.92,22.3
3007.06,80.0,76.17,120,121,24,22,13.0,13.0,14.2,14.12,108.2,0,13.94,22.5
3027.21,79.46,75.81,120,121,24,22,13.0,13.0,13.27,12.31,108.1,0,13.89,22.7
3047.21,78.92,75.46,120,121,24,22,13.0,13.0,13.13,14.22,108.1,0,13.88,22.9
3067.05,78.39,75.11,120,121,24,22,13.0,13.0,13.97,13.2,108.1,0,13.89,23.1
3086.69,77.86,74.78,120,121,24,22,13.0,13.0,12.17,12.66,108.0,0,13.91,23.3
3106.15,77.33,74.44,120,121,24,22,13.0,13.0,12.95,14.09,108.0,0,13.87,23.5
3125.39,76.81,74.12,120,121,24,22,13.0,13.0,11.64,11.98,108.0,0,13.92,23.7
3144.41,76.29,73.81,120,121,24,22,13.0,13.0,13.03,13.22,107.9,0,13.91,23.9
3163.19,75.78,73.51,120,121,24,22,13.0,13.0,13.87,12.54,107.9,0,13.87,24.0
3181.73,75.28,73.21,120,121,24,22,13.0,13.0,12.83,11.36,107.9,0,13.9,24.2
3200.0,74.79,72.93,120,121,24,22,13.0,13.0,12.41,13.47,107.8,0,13.9,24.3
3218.0,74.31,72.66,120,121,24,22,13.0,13.0,12.84,13.86,107.8,0,13.96,24.5
3235.71,73.85,72.4,120,121,24,22,13.0,13.0,11.31,15.94,107.7,0,13.88,24.6
3253.12,73.39,72.15,120,121,24,22,13.0,13.0,11.84,11.97,107.7,0,13.91,24.7
3270.23,72.95,71.91,120,121,24,22,13.0,13.0,13.48,12.35,107.7,0,13.89,24.8
3287.01,72.52,71.69,120,121,24,22,13.0,13.0,12.47,13.75,107.6,0,13.93,24.8
3303.46,72.1,71.47,120,121,24,22,13.0,13.0,13.01,12.25,107.6,0,13.89,24.9
3319.56,71.71,71.28,120,121,24,22,13.0,13.0,10.88,12.97,107.6,0,13.91,24.9
3335.3,71.33,71.09,120,121,24,22,13.0,13.0,12.91,12.42,107.5,0,13.92,25.0
3350.68,70.96,70.92,120,121,24,22,13.0,13.0,13.63,13.45,107.5,0,13.91,25.0
3365.69,70.62,70.76,120,121,24,22,13.0,13.0,13.46,14.52,107.4,0,13.87,25.0
3380.3,70.29,70.62,120,121,24,22,13.0,13.0,13.29,10.3,107.4,0,13.89,25.0
3394.52,69.99,70.49,120,121,24,22,13.0,13.0,15.41,11.45,107.4,0,13.88,25.0
3408.32,69.7,70.38,120,121,24,22,13.0,13.0,13.26,13.95,107.3,0,13.91,24.9
3421.72,69.43,70.28,120,121,24,22,13.0,13.0,12.77,14.91,107.3,0,13.9,24.9
3434.68,69.19,70.19,120,121,24,22,13.0,13.0,14.53,14.77,107.2,0,13.88,24.8
3447.21,68.97,70.12,120,121,24,22,13.0,13.0,11.8,13.52,107.2,0,13.9,24.8
3459.3,68.77,70.07,120,121,24,22,13.0,13.0,13.39,13.19,107.2,0,13.9,24.7
3470.94,68.59,70.03,120,121,24,22,13.0,13.0,14.99,9.34,107.1,0,13.93,24.6
3482.11,68.43,70.01,120,121,24,22,13.0,13.0,13.64,12.7,107.1,0,13.88,24.5
3492.82,68.3,70.0,120,121,24,22,13.0,13.0,14.65,11.48,107.1,0,13.9,24.3
3503.05,68.19,70.01,120,121,24,22,13.0,13.0,14.56,10.89,107.0,0,13.91,24.2
3512.81,68.11,70.03,120,121,24,22,13.0,13.0,13.7,13.31,107.0,0,13.89,24.0
3522.07,68.05,70.07,120,121,24,22,13.0,13.0,13.99,14.01,106.9,0,13.89,23.9
3530.84,68.01,70.12,120,121,24,22,13.0,13.0,15.55,11.45,106.9,0,13.89,23.7
3539.1,68.0,70.19,120,121,24,22,13.0,13.0,14.64,12.52,106.9,0,13.88,23.5
3546.86,68.01,70.28,120,121,24,22,13.0,13.0,12.92,14.53,106.8,0,13.92,23.3
3554.11,68.05,70.38,120,121,24,22,13.0,13.0,12.43,10.55,106.8,0,13.93,23.1
3560.85,68.11,70.49,120,121,24,22,13.0,13.0,13.65,12.24,106.7,0,13.88,22.9
3567.06,68.19,70.62,120,121,24,22,13.0,13.0,11.23,11.17,106.7,0,13.91,22.7
3572.74,68.3,70.76,120,121,24,22,13.0,13.0,12.88,14.63,106.7,0,13.92,22.5
3577.9,68.43,70.92,120,121,24,22,13.0,13.0,12.77,11.61,106.6,0,13.93,22.3
3582.52,68.59,71.09,120,121,24,22,13.0,13.0,13.0,15.78,106.6,0,13.9,22.0
3586.6,68.77,71.28,120,121,24,22,13.0,13.0,11.97,10.29,106.5,0,13.89,21.8
3590.15,68.97,71.47,120,121,24,22,13.0,13.0,14.89,12.38,106.5,0,13.85,21.5
3593.16,69.19,71.69,120,121,24,22,13.0,13.0,12.73,12.32,106.5,0,13.93,21.3
3595.62,69.43,71.91,120,121,24,22,13.0,13.0,13.83,12.47,106.4,0,13.91,21.0
3597.53,69.7,72.15,120,121,24,22,13.0,13.0,15.69,13.88,106.4,0,13.89,20.8
3598.9,69.99,72.4,120,121,24,22,13.0,13.0,14.08,13.95,106.3,0,13.95,20.5
3599.73,70.29,72.66,120,121,24,22,13.0,13.0,13.66,12.24,106.3,0,13.91,20.3
3600.0,70.62,72.93,120,121,24,22,13.0,13.0,12.86,12.79,106.2,0,13.88,20.0
3599.73,70.96,73.21,120,121,24,22,13.0,13.0,13.38,10.9,106.2,0,13.92,19.7
3598.9,71.33,73.51,120,121,24,22,13.0,13.0,14.18,10.66,106.2,0,13.91,19.5
3597.53,71.71,73.81,120,121,24,22,13.0,13.0,12.76,14.24,106.1,0,13.92,19.2
3595.62,72.1,74.12,120,121,24,22,13.0,13.0,14.47,13.27,106.1,0,13.88,19.0
3593.16,72.52,74.44,120,121,24,22,13.0,13.0,11.17,12.74,106.0,0,13.87,18.7
3590.15,72.95,74.78,120,121,24,22,13.0,13.0,13.52,10.83,106.0,0,13.92,18.5
3586.6,73.39,75.11,120,121,24,22,13.0,13.0,13.85,11.07,106.0,0,13.88,18.2
3582.52,73.85,75.46,120,121,24,22,13.0,13.0,13.74,13.6,105.9,0,13.9,18.0
3577.9,74.31,75.81,120,121,24,22,13.0,13.0,12.57,12.75,105.9,0,13.9,17.7
3572.74,74.79,76.17,120,121,24,22,13.0,13.0,12.73,10.91,105.8,0,13.9,17.5
3567.06,75.28,76.54,120,121,24,22,13.0,13.0,12.43,12.4,105.8,0,13.86,17.3
3560.85,75.78,76.91,120,121,24,22,13.0,13.0,14.14,11.89,105.8,0,13.9,17.1
3554.11,76.29,77.29,120,121,24,22,13.0,13.0,14.82,14.37,105.7,0,13.91,16.9
3546.86,76.81,77.67,120,121,24,22,13.0,13.0,12.18,12.44,105.7,0,13.91,16.7
3539.1,77.33,78.05,120,121,24,22,13.0,13.0,13.52,12.71,105.6,0,13.92,16.5
3530.84,77.86,78.44,120,121,24,22,13.0,13.0,13.91,13.97,105.6,0,13.92,16.3
3522.07,78.39,78.82,120,121,24,22,13.0,13.0,12.49,12.17,105.5,0,13.9,16.1
3512.81,78.92,79.22,120,121,24,22,13.0,13.0,13.63,11.97,105.5,0,13.9,16.0
3503.05,79.46,79.61,120,121,24,22,13.0,13.0,12.85,11.92,105.5,0,13.91,15.8
3492.82,80.0,80.0,120,121,24,22,13.0,13.0,14.12,14.62,105.4,0,13.92,15.7
3482.11,80.54,80.39,120,121,24,22,13.0,13.0,12.76,14.04,105.4,0,13.87,15.5
3470.94,81.08,80.78,120,121,24,22,13.0,13.0,13.59,11.9,105.3,0,13.89,15.4
3459.3,81.61,81.18,120,121,24,22,13.0,13.0,15.2,12.06,105.3,0,13.9,15.3
3447.21,82.14,81.56,120,121,24,22,13.0,13.0,13.74,12.53,105.3,0,13.87,15.2
3434.68,82.67,81.95,120,121,24,22,13.0,13.0,13.46,12.16,105.2,0,13.9,15.2
3421.72,83.19,82.33,120,121,24,22,13.0,13.0,13.08,13.1,105.2,0,13.91,15.1
3408.32,83.71,82.71,120,121,24,22,13.0,13.0,11.51,12.83,105.1,0,13.94,15.1
3394.52,84.22,83.09,120,121,24,22,13.0,13.0,11.09,11.49,105.1,0,13.89,15.0
3380.3,84.72,83.46,120,121,24,22,13.0,13.0,11.0,10.44,105.0,0,13.88,15.0
3365.69,85.21,83.83,120,121,24,22,13.0,13.0,14.24,12.16,105.0,0,13.88,15.0
3350.68,85.69,84.19,120,121,24,22,13.0,13.0,12.86,13.17,105.0,0,13.91,15.0
3335.3,86.15,84.54,120,121,24,22,13.0,13.0,13.07,15.69,104.9,0,13.91,15.0
3319.56,86.61,84.89,120,121,24,22,13.0,13.0,13.46,11.99,104.9,0,13.88,15.1
3303.46,87.05,85.22,120,121,24,22,13.0,13.0,11.78,11.11,104.8,0,13.91,15.1
3287.01,87.48,85.56,120,121,24,22,13.0,13.0,13.15,11.89,104.8,0,13.89,15.2
3270.23,87.9,85.88,120,121,24,22,13.0,13.0,14.07,12.39,104.7,0,13.9,15.2
3253.12,88.29,86.19,120,121,24,22,13.0,13.0,13.25,13.23,104.7,0,13.88,15.3
3235.71,88.67,86.49,120,121,24,22,13.0,13.0,10.38,10.37,104.7,0,13.91,15.4
3218.0,89.04,86.79,120,121,24,22,13.0,13.0,12.33,12.26,104.6,0,13.87,15.5
3200.0,89.38,87.07,120,121,24,22,13.0,13.0,12.08,12.82,104.6,0,13.9,15.7
3181.73,89.71,87.34,120,121,24,22,13.0,13.0,11.78,11.34,104.5,0,13.94,15.8
3163.19,90.01,87.6,120,121,24,22,13.0,13.0,12.63,12.57,104.5,0,13.87,16.0
3144.41,90.3,87.85,120,121,24,22,13.0,13.0,12.06,12.38,104.5,0,13.88,16.1
3125.39,90.57,88.09,120,121,24,22,13.0,13.0,12.96,11.37,104.4,0,13.89,16.3
3106.15,90.81,88.31,120,121,24,22,13.0,13.0,12.02,10.79,104.4,0,13.87,16.5
3086.69,91.03,88.53,120,121,24,22,13.0,13.0,12.96,11.54,104.3,0,13.9,16.7
3067.05,91.23,88.72,120,121,24,22,13.0,13.0,12.67,13.15,104.3,0,13.92,16.9
3047.21,91.41,88.91,120,121,24,22,13.0,13.0,12.14,11.42,104.2,0,13.9,17.1
3027.21,91.57,89.08,120,121,24,22,13.0,13.0,13.69,12.38,104.2,0,13.9,17.3
3007.06,91.7,89.24,120,121,24,22,13.0,13.0,12.59,12.62,104.2,0,13.91,17.5
2986.76,91.81,89.38,120,121,24,22,13.0,13.0,12.36,13.52,104.1,0,13.91,17.7
2966.33,91.89,89.51,120,121,24,22,13.0,13.0,15.0,11.98,104.1,0,13.92,18.0
2945.79,91.95,89.62,120,121,24,22,13.0,13.0,13.59,11.41,104.0,0,13.91,18.2
2925.15,91.99,89.72,120,121,24,22,13.0,13.0,13.38,12.14,104.0,0,13.85,18.5
2904.42,92.0,89.81,120,121,24,22,13.0,13.0,13.51,11.35,104.0,0,13.9,18.7
2883.62,91.99,89.88,120,121,24,22,13.0,13.0,10.88,13.58,103.9,0,13.86,19.0
2862.77,91.95,89.93,120,121,24,22,13.0,13.0,12.1,12.24,103.9,0,13.9,19.2
2841.87,91.89,89.97,120,121,24,22,13.0,13.0,11.16,13.45,103.8,0,13.91,19.5
2820.94,91.81,89.99,120,121,24,22,13.0,13.0,12.32,12.59,103.8,0,13.84,19.7
2800.0,91.7,90.0,120,121,24,22,13.0,13.0,14.36,12.67,103.8,0,13.91,20.0
2779.06,91.57,89.99,120,121,24,22,13.0,13.0,12.87,13.02,103.7,0,13.91,20.3
2758.13,91.41,89.97,120,121,24,22,13.0,13.0,12.01,14.16,103.7,0,13.93,20.5
2737.23,91.23,89.93,120,121,24,22,13.0,13.0,12.88,12.8,103.6,0,13.92,20.8
2716.38,91.03,89.88,120,121,24,22,13.0,13.0,13.09,12.56,103.6,0,13.89,21.0
2695.58,90.81,89.81,120,121,24,22,13.0,13.0,12.78,13.91,103.5,0,13.89,21.3
2674.85,90.57,89.72,120,121,24,22,13.0,13.0,13.47,15.33,103.5,0,13.91,21.5
2654.21,90.3,89.62,120,121,24,22,13.0,13.0,12.58,13.71,103.5,0,13.89,21.8
2633.67,90.01,89.51,120,121,24,22,13.0,13.0,11.47,12.17,103.4,0,13.87,22.0
2613.24,89.71,89.38,120,121,24,22,13.0,13.0,13.63,12.52,103.4,0,13.86,22.3
2592.94,89.38,89.24,120,121,24,22,13.0,13.0,13.16,13.51,103.3,0,13.91,22.5
2572.79,89.04,89.08,120,121,24,22,13.0,13.0,11.23,11.8,103.3,0,13.94,22.7
2552.79,88.67,88.91,120,121,24,22,13.0,13.0,11.99,13.65,103.3,0,13.9,22.9
2532.95,88.29,88.72,120,121,24,22,13.0,13.0,11.18,11.41,103.2,0,13.91,23.1
2513.31,87.9,88.53,120,121,24,22,13.0,13.0,12.29,12.82,103.2,0,13.92,23.3
2493.85,87.48,88.31,120,121,24,22,13.0,13.0,10.93,13.09,103.1,0,13.92,23.5
2474.61,87.05,88.09,120,121,24,22,13.0,13.0,13.49,12.85,103.1,0,13.91,23.7
2455.59,86.61,87.85,120,121,24,22,13.0,13.0,13.26,12.17,103.1,0,13.87,23.9
2436.81,86.15,87.6,120,121,24,22,13.0,13.0,13.51,13.27,103.0,0,13.94,24.0
2418.27,85.69,87.34,120,121,24,22,13.0,13.0,11.94,14.38,103.0,0,13.92,24.2
2400.0,85.21,87.07,120,121,24,22,13.0,13.0,13.12,13.26,102.9,0,13.88,24.3
2382.0,84.72,86.79,120,121,24,22,13.0,13.0,12.31,12.67,102.9,0,13.9,24.5
2364.29,84.22,86.49,120,121,24,22,13.0,13.0,11.52,13.54,102.9,0,13.94,24.6
2346.88,83.71,86.19,120,121,24,22,13.0,13.0,11.7,13.89,102.8,0,13.86,24.7
2329.77,83.19,85.88,120,121,24,22,13.0,13.0,13.14,13.59,102.8,0,13.88,24.8
2312.99,82.67,85.56,120,121,24,22,13.0,13.0,13.19,13.41,102.8,0,13.94,24.8
2296.54,82.14,85.22,120,121,24,22,13.0,13.0,12.74,13.76,102.7,0,13.9,24.9
2280.44,81.61,84.89,120,121,24,22,13.0,13.0,11.46,16.36,102.7,0,13.9,24.9
2264.7,81.08,84.54,120,121,24,22,13.0,13.0,12.95,13.42,102.6,0,13.87,25.0
2249.32,80.54,84.19,120,121,24,22,13.0,13.0,11.22,11.37,102.6,0,13.93,25.0
2234.31,80.0,83.83,120,121,24,22,13.0,13.0,13.16,12.95,102.6,0,13.87,25.0
