Engine RPM,MAP kPa,Torque,AFR Target F,AFR Target R,VE F,VE R,AFR Cmd F,AFR Cmd R,AFR Meas F,AFR Meas R,IAT F,Knock,VBatt,TPS
6500.0,100.0,70.01,120,121,24,22,14.7,14.7,12.42,12.46,107.1,0,13.92,24.5
6500.0,100.0,77.29,120,121,24,22,14.7,14.7,12.34,12.55,109.4,0,13.92,24.9
6500.0,100.0,88.91,120,121,24,22,14.7,14.7,12.53,12.31,110.7,0,13.89,25.0
6500.0,100.0,86.19,120,121,24,22,14.7,14.7,12.57,12.63,110.9,0,13.92,24.7
6500.0,100.0,73.81,120,121,24,22,14.7,14.7,12.47,12.56,109.9,0,13.88,23.9
6500.0,100.0,71.09,120,121,24,22,14.7,14.7,12.46,12.49,107.9,0,13.86,22.9
6500.0,100.0,82.71,120,121,24,22,14.7,14.7,12.49,12.62,105.3,0,13.91,21.8
6500.0,100.0,89.99,120,121,24,22,14.7,14.7,12.43,12.49,102.6,0,13.9,20.3
6500.0,100.0,81.56,120,121,24,22,14.7,14.7,12.54,12.36,100.4,0,13.89,19.0
6500.0,100.0,70.76,120,121,24,22,14.7,14.7,12.57,12.54,99.2,0,13.89,17.5
6500.0,100.0,74.44,120,121,24,22,14.7,14.7,12.42,12.26,99.1,0,13.87,16.5
6500.0,100.0,87.07,120,121,24,22,14.7,14.7,12.67,12.41,100.3,0,13.91,15.7
6500.0,100.0,88.53,120,121,24,22,14.7,14.7,12.43,12.54,102.4,0,13.91,15.1
6500.0,100.0,76.54,120,121,24,22,14.7,14.7,12.62,12.54,105.0,0,13.92,15.0
6500.0,100.0,70.12,120,121,24,22,14.7,14.7,12.61,12.27,107.7,0,13.92,15.2
6500.0,100.0,79.22,120,121,24,22,14.7,14.7,12.46,12.62,109.8,0,13.85,16.0
6500.0,100.0,89.62,120,121,24,22,14.7,14.7,12.34,12.48,110.9,0,13.93,16.9
6500.0,100.0,84.54,120,121,24,22,14.7,14.7,12.32,12.58,110.8,0,13.91,18.0
6500.0,100.0,72.4,120,121,24,22,14.7,14.7,12.28,12.61,109.5,0,13.88,19.5
6500.0,100.0,72.15,120,121,24,22,14.7,14.7,12.63,12.47,107.3,0,13.9,20.8
6500.0,100.0,84.54,120,121,24,22,14.7,14.7,12.6,12.49,104.7,0,13.88,22.0
6500.0,100.0,89.72,120,121,24,22,14.7,14.7,12.41,12.47,102.0,0,13.89,23.3
6500.0,100.0,79.61,120,121,24,22,14.7,14.7,12.49,12.58,100.0,0,13.92,24.2
6500.0,100.0,70.12,120,121,24,22,14.7,14.7,12.48,12.67,99.1,0,13.89,24.8
6500.0,100.0,76.17,120,121,24,22,14.7,14.7,12.35,12.38,99.3,0,13.93,25.0
6500.0,100.0,88.31,120,121,24,22,14.7,14.7,12.55,12.31,100.7,0,13.9,24.8
6500.0,100.0,87.07,120,121,24,22,14.7,14.7,12.4,12.47,102.9,0,13.91,24.3
6500.0,100.0,74.78,120,121,24,22,14.7,14.7,12.49,12.65,105.7,0,13.89,23.3
6500.0,100.0,70.62,120,121,24,22,14.7,14.7,12.38,12.54,108.2,0,13.9,22.3
6500.0,100.0,81.56,120,121,24,22,14.7,14.7,12.52,12.57,110.1,0,13.9,21.0
6500.0,100.0,89.97,120,121,24,22,14.7,14.7,12.61,12.56,111.0,0,13.88,19.5
6500.0,100.0,82.71,120,121,24,22,14.7,14.7,12.49,12.48,110.6,0,13.89,18.2
6500.0,100.0,71.09,120,121,24,22,14.7,14.7,12.49,12.33,109.1,0,13.88,17.1
6500.0,100.0,73.51,120,121,24,22,14.7,14.7,12.64,12.7,106.7,0,13.93,16.0
6500.0,100.0,86.19,120,121,24,22,14.7,14.7,12.33,12.56,104.0,0,13.93,15.3
6500.0,100.0,88.91,120,121,24,22,14.7,14.7,12.38,12.53,101.5,0,13.9,15.0
6500.0,100.0,77.67,120,121,24,22,14.7,14.7,12.6,12.27,99.7,0,13.87,15.1
6500.0,100.0,70.01,120,121,24,22,14.7,14.7,12.53,12.42,99.0,0,13.93,15.5
6500.0,100.0,78.05,120,121,24,22,14.7,14.7,12.47,12.47,99.5,0,13.93,16.5
6500.0,100.0,89.24,120,121,24,22,14.7,14.7,12.4,12.54,101.1,0,13.91,17.5
6500.0,100.0,85.56,120,121,24,22,14.7,14.7,12.67,12.41,103.5,0,13.89,18.7
6500.0,100.0,73.21,120,121,24,22,14.7,14.7,12.47,12.62,106.3,0,13.93,20.3
6500.0,100.0,71.47,120,121,24,22,14.7,14.7,12.64,12.52,108.7,0,13.9,21.5
6500.0,100.0,83.46,120,121,24,22,14.7,14.7,12.35,12.74,110.4,0,13.9,22.7
6500.0,100.0,89.93,120,121,24,22,14.7,14.7,12.41,12.5,111.0,0,13.93,23.9
6500.0,100.0,80.78,120,121,24,22,14.7,14.7,12.55,12.56,110.4,0,13.9,24.6
6500.0,100.0,70.38,120,121,24,22,14.7,14.7,12.52,12.4,108.6,0,13.9,24.9
6500.0,100.0,75.11,120,121,24,22,14.7,14.7,12.83,12.38,106.1,0,13.91,24.9
6500.0,100.0,87.6,120,121,24,22,14.7,14.7,12.73,12.38,103.4,0,13.87,24.6
6500.0,100.0,87.85,120,121,24,22,14.7,14.7,12.42,12.46,101.0,0,13.92,23.9
6500.0,100.0,70.28,120,121,24,22,14.7,14.7,12.65,12.53,99.0,0,13.92,21.5
6500.0,100.0,80.39,120,121,24,22,14.7,14.7,12.59,12.38,99.8,0,13.93,20.3
6500.0,100.0,89.81,120,121,24,22,14.7,14.7,12.66,12.48,101.6,0,13.88,18.7
6500.0,100.0,83.83,120,121,24,22,14.7,14.7,12.61,12.57,104.2,0,13.91,17.5
6500.0,100.0,71.69,120,121,24,22,14.7,14.7,12.45,12.37,106.9,0,13.91,16.5
6500.0,100.0,72.66,120,121,24,22,14.7,14.7,12.47,12.4,109.2,0,13.87,15.5
6500.0,100.0,85.22,120,121,24,22,14.7,14.7,12.62,12.63,110.7,0,13.88,15.1
6500.0,100.0,89.38,120,121,24,22,14.7,14.7,12.55,12.59,111.0,0,13.92,15.0
6500.0,100.0,78.82,120,121,24,22,14.7,14.7,12.41,12.26,110.0,0,13.87,15.3
6500.0,100.0,70.03,120,121,24,22,14.7,14.7,12.35,12.56,108.1,0,13.87,16.0
6500.0,100.0,77.29,120,121,24,22,14.7,14.7,12.38,12.54,105.5,0,13.9,16.9
6500.0,100.0,88.72,120,121,24,22,14.7,14.7,12.59,12.53,102.8,0,13.93,18.2
6500.0,100.0,73.81,120,121,24,22,14.7,14.7,12.49,12.62,99.3,0,13.92,20.8
6500.0,100.0,70.92,120,121,24,22,14.7,14.7,12.51,12.42,99.1,0,13.89,22.3
6500.0,100.0,82.33,120,121,24,22,14.7,14.7,12.58,12.54,100.1,0,13.85,23.3
6500.0,100.0,89.99,120,121,24,22,14.7,14.7,12.39,12.5,102.1,0,13.87,24.2
6500.0,100.0,81.95,120,121,24,22,14.7,14.7,12.36,12.54,104.8,0,13.91,24.8
6500.0,100.0,70.76,120,121,24,22,14.7,14.7,12.61,12.44,107.4,0,13.88,25.0
6500.0,100.0,74.12,120,121,24,22,14.7,14.7,12.44,12.43,109.6,0,13.9,24.8
6500.0,100.0,86.79,120,121,24,22,14.7,14.7,12.5,12.54,110.8,0,13.91,24.2
6500.0,100.0,76.91,120,121,24,22,14.7,14.7,12.41,12.44,109.7,0,13.92,22.0
6500.0,100.0,70.07,120,121,24,22,14.7,14.7,12.62,12.49,107.6,0,13.9,20.8
6500.0,100.0,79.22,120,121,24,22,14.7,14.7,12.5,12.54,104.9,0,13.9,19.5
6500.0,100.0,89.51,120,121,24,22,14.7,14.7,12.47,12.55,102.3,0,13.88,18.0
6500.0,100.0,84.89,120,121,24,22,14.7,14.7,12.42,12.44,100.2,0,13.92,16.9
6500.0,100.0,72.4,120,121,24,22,14.7,14.7,12.44,12.58,99.1,0,13.91,16.0
6500.0,100.0,71.91,120,121,24,22,14.7,14.7,12.65,12.41,99.2,0,13.87,15.2
6500.0,100.0,84.19,120,121,24,22,14.7,14.7,12.47,12.44,100.5,0,13.91,15.0
6500.0,100.0,89.72,120,121,24,22,14.7,14.7,12.59,12.36,102.7,0,13.9,15.1
6500.0,100.0,70.19,120,121,24,22,14.7,14.7,12.61,12.5,108.0,0,13.94,16.5
6500.0,100.0,76.17,120,121,24,22,14.7,14.7,12.69,12.45,110.0,0,13.92,17.5
6500.0,100.0,88.09,120,121,24,22,14.7,14.7,12.45,12.52,110.9,0,13.93,19.0
6500.0,100.0,87.34,120,121,24,22,14.7,14.7,12.29,12.53,110.7,0,13.92,20.3
6500.0,100.0,74.78,120,121,24,22,14.7,14.7,12.47,12.5,109.3,0,13.91,21.5
6500.0,100.0,70.49,120,121,24,22,14.7,14.7,12.38,12.49,107.0,0,13.92,22.9
6500.0,100.0,81.18,120,121,24,22,14.7,14.7,12.33,12.26,104.3,0,13.91,23.9
6500.0,100.0,71.28,120,121,24,22,14.7,14.7,12.6,12.43,99.0,0,13.9,24.9
6500.0,100.0,73.51,120,121,24,22,14.7,14.7,12.57,12.4,99.4,0,13.92,24.6
6500.0,100.0,85.88,120,121,24,22,14.7,14.7,12.61,12.51,101.0,0,13.9,23.7
6500.0,100.0,89.08,120,121,24,22,14.7,14.7,12.43,12.52,103.3,0,13.9,22.7
6500.0,100.0,77.67,120,121,24,22,14.7,14.7,12.42,12.41,106.0,0,13.9,21.5
6500.0,100.0,70.0,120,121,24,22,14.7,14.7,12.53,12.59,108.5,0,13.9,20.0
6500.0,100.0,78.05,120,121,24,22,14.7,14.7,12.49,12.59,110.3,0,13.9,18.7
6500.0,100.0,89.08,120,121,24,22,14.7,14.7,12.53,12.46,111.0,0,13.89,17.3
6500.0,100.0,85.88,120,121,24,22,14.7,14.7,12.27,12.5,110.5,0,13.91,16.3
6500.0,100.0,73.21,120,121,24,22,14.7,14.7,12.49,12.59,108.8,0,13.86,15.5
6500.0,100.0,71.28,120,121,24,22,14.7,14.7,12.48,12.51,106.4,0,13.9,15.1
6500.0,100.0,83.09,120,121,24,22,14.7,14.7,12.6,12.49,103.7,0,13.92,15.0
6500.0,100.0,89.93,120,121,24,22,14.7,14.7,12.43,12.5,101.2,0,13.89,15.3
6500.0,100.0,81.18,120,121,24,22,14.7,14.7,12.45,12.48,99.6,0,13.91,16.1
6500.0,100.0,70.49,120,121,24,22,14.7,14.7,12.7,12.29,99.0,0,13.89,17.1
6500.0,100.0,75.11,120,121,24,22,14.7,14.7,12.6,12.72,99.7,0,13.87,18.2
6500.0,100.0,87.34,120,121,24,22,14.7,14.7,12.58,12.43,101.4,0,13.91,19.7
6500.0,100.0,88.09,120,121,24,22,14.7,14.7,12.52,12.44,103.9,0,13.9,21.0
6500.0,100.0,75.81,120,121,24,22,14.7,14.7,12.31,12.6,106.6,0,13.89,22.3
6500.0,100.0,70.19,120,121,24,22,14.7,14.7,12.62,12.45,109.0,0,13.92,23.5
6500.0,100.0,80.0,120,121,24,22,14.7,14.7,12.74,12.53,110.6,0,13.86,24.3
6500.0,100.0,89.81,120,121,24,22,14.7,14.7,12.41,12.6,111.0,0,13.91,24.8
6500.0,100.0,84.19,120,121,24,22,14.7,14.7,12.49,12.63,110.2,0,13.92,25.0
6500.0,100.0,71.91,120,121,24,22,14.7,14.7,12.53,12.69,108.3,0,13.92,24.8
6500.0,100.0,72.66,120,121,24,22,14.7,14.7,12.45,12.58,105.8,0,13.93,24.2
6500.0,100.0,84.89,120,121,24,22,14.7,14.7,12.51,12.48,103.1,0,13.88,23.1
6500.0,100.0,89.51,120,121,24,22,14.7,14.7,12.5,12.35,100.8,0,13.93,22.0
6500.0,100.0,78.82,120,121,24,22,14.7,14.7,12.44,12.64,99.3,0,13.87,20.8
6500.0,100.0,70.07,120,121,24,22,14.7,14.7,12.36,12.51,99.0,0,13.89,19.2
6500.0,100.0,76.91,120,121,24,22,14.7,14.7,12.33,12.56,100.0,0,13.94,18.0
6500.0,100.0,88.72,120,121,24,22,14.7,14.7,12.41,12.48,101.9,0,13.92,16.9
6500.0,100.0,86.79,120,121,24,22,14.7,14.7,12.58,12.54,104.5,0,13.91,15.8
6500.0,100.0,74.12,120,121,24,22,14.7,14.7,12.25,12.4,107.2,0,13.89,15.2
6500.0,100.0,70.92,120,121,24,22,14.7,14.7,12.76,12.51,109.4,0,13.89,15.0
6500.0,100.0,81.95,120,121,24,22,14.7,14.7,12.52,12.45,110.8,0,13.86,15.2
6500.0,100.0,90.0,120,121,24,22,14.7,14.7,12.55,12.54,110.9,0,13.9,15.7
6500.0,100.0,82.33,120,121,24,22,14.7,14.7,12.5,12.31,109.8,0,13.89,16.7
6500.0,100.0,70.92,120,121,24,22,14.7,14.7,12.44,12.69,107.8,0,13.91,17.7
6500.0,100.0,74.12,120,121,24,22,14.7,14.7,12.64,12.67,105.2,0,13.94,19.0
6500.0,100.0,86.49,120,121,24,22,14.7,14.7,12.46,12.52,102.5,0,13.9,20.5
6500.0,100.0,88.72,120,121,24,22,14.7,14.7,12.62,12.57,100.4,0,13.89,21.8
6500.0,100.0,76.91,120,121,24,22,14.7,14.7,12.52,12.6,99.2,0,13.87,22.9
6500.0,100.0,70.03,120,121,24,22,14.7,14.7,12.64,12.63,99.2,0,13.89,24.0
6500.0,100.0,78.82,120,121,24,22,14.7,14.7,12.66,12.37,100.4,0,13.88,24.7
6500.0,100.0,89.51,120,121,24,22,14.7,14.7,12.45,12.36,102.5,0,13.91,25.0
6500.0,100.0,85.22,120,121,24,22,14.7,14.7,12.41,12.53,105.2,0,13.93,24.9
6500.0,100.0,72.66,120,121,24,22,14.7,14.7,12.59,12.61,107.8,0,13.92,24.5
6500.0,100.0,71.91,120,121,24,22,14.7,14.7,12.72,12.58,109.8,0,13.87,23.7
6500.0,100.0,83.83,120,121,24,22,14.7,14.7,12.6,12.43,110.9,0,13.92,22.5
6500.0,100.0,89.81,120,121,24,22,14.7,14.7,12.58,12.41,110.8,0,13.94,21.3
6500.0,100.0,80.0,120,121,24,22,14.7,14.7,12.45,12.6,109.5,0,13.9,20.0
6500.0,100.0,70.28,120,121,24,22,14.7,14.7,12.46,12.51,107.2,0,13.89,18.5
6500.0,100.0,75.81,120,121,24,22,14.7,14.7,12.44,12.38,104.5,0,13.93,17.3
6500.0,100.0,88.09,120,121,24,22,14.7,14.7,12.33,12.37,102.0,0,13.9,16.3
6500.0,100.0,87.6,120,121,24,22,14.7,14.7,12.42,12.37,100.0,0,13.93,15.4
6500.0,100.0,75.11,120,121,24,22,14.7,14.7,12.55,12.55,99.0,0,13.89,15.1
6500.0,100.0,80.78,120,121,24,22,14.7,14.7,12.67,12.43,100.8,0,13.92,15.4
6500.0,100.0,89.93,120,121,24,22,14.7,14.7,12.6,12.64,103.1,0,13.9,16.1
6500.0,100.0,83.09,120,121,24,22,14.7,14.7,12.51,12.51,105.8,0,13.87,17.1
6500.0,100.0,71.47,120,121,24,22,14.7,14.7,12.41,12.63,108.3,0,13.9,18.5
6500.0,100.0,73.21,120,121,24,22,14.7,14.7,12.44,12.58,110.2,0,13.87,19.7
6500.0,100.0,85.88,120,121,24,22,14.7,14.7,12.53,12.41,111.0,0,13.92,21.0
6500.0,100.0,89.24,120,121,24,22,14.7,14.7,12.47,12.68,110.6,0,13.91,22.5
6500.0,100.0,78.05,120,121,24,22,14.7,14.7,12.62,12.44,109.0,0,13.9,23.5
6500.0,100.0,70.0,120,121,24,22,14.7,14.7,12.52,12.76,106.7,0,13.92,24.3
6500.0,100.0,77.67,120,121,24,22,14.7,14.7,12.54,12.5,103.9,0,13.89,24.9
6500.0,100.0,89.08,120,121,24,22,14.7,14.7,12.87,12.64,101.4,0,13.87,25.0
6500.0,100.0,86.19,120,121,24,22,14.7,14.7,12.48,12.37,99.7,0,13.91,24.7
6500.0,100.0,73.51,120,121,24,22,14.7,14.7,12.46,12.38,99.0,0,13.89,24.0
6500.0,100.0,71.28,120,121,24,22,14.7,14.7,12.53,12.5,99.6,0,13.91,23.1
6500.0,100.0,82.71,120,121,24,22,14.7,14.7,12.38,12.53,101.2,0,13.9,21.8
6500.0,100.0,89.97,120,121,24,22,14.7,14.7,12.56,12.42,103.7,0,13.9,20.5
6500.0,100.0,81.18,120,121,24,22,14.7,14.7,12.68,12.66,106.4,0,13.86,19.2
6500.0,100.0,70.62,120,121,24,22,14.7,14.7,12.46,12.28,108.8,0,13.92,17.7
6500.0,100.0,74.78,120,121,24,22,14.7,14.7,12.77,12.38,110.5,0,13.89,16.7
6500.0,100.0,87.34,120,121,24,22,14.7,14.7,12.65,12.76,111.0,0,13.9,15.8
6500.0,100.0,88.31,120,121,24,22,14.7,14.7,12.38,12.58,110.3,0,13.89,15.2
6500.0,100.0,76.17,120,121,24,22,14.7,14.7,12.35,12.5,108.5,0,13.91,15.0
6500.0,100.0,70.19,120,121,24,22,14.7,14.7,12.41,12.57,106.0,0,13.9,15.2
6500.0,100.0,79.61,120,121,24,22,14.7,14.7,12.34,12.55,103.3,0,13.9,15.8
6500.0,100.0,89.72,120,121,24,22,14.7,14.7,12.48,12.43,101.0,0,13.88,16.7
6500.0,100.0,72.15,120,121,24,22,14.7,14.7,12.55,12.44,99.0,0,13.91,19.2
6500.0,100.0,72.4,120,121,24,22,14.7,14.7,12.43,12.72,99.8,0,13.88,20.5
6500.0,100.0,84.89,120,121,24,22,14.7,14.7,12.33,12.56,101.7,0,13.89,21.8
6500.0,100.0,89.62,120,121,24,22,14.7,14.7,12.66,12.44,104.3,0,13.88,23.1
6500.0,100.0,79.22,120,121,24,22,14.7,14.7,12.48,12.57,107.0,0,13.88,24.0
6500.0,100.0,70.07,120,121,24,22,14.7,14.7,12.3,12.53,109.3,0,13.94,24.7
6500.0,100.0,76.54,120,121,24,22,14.7,14.7,12.48,12.45,110.7,0,13.92,25.0
6500.0,100.0,88.53,120,121,24,22,14.7,14.7,12.41,12.54,110.9,0,13.91,24.9
6500.0,100.0,86.79,120,121,24,22,14.7,14.7,12.47,12.7,110.0,0,13.89,24.5
6500.0,100.0,74.44,120,121,24,22,14.7,14.7,12.41,12.47,108.0,0,13.91,23.5
6500.0,100.0,70.76,120,121,24,22,14.7,14.7,12.48,12.51,105.4,0,13.89,22.5
6500.0,100.0,81.95,120,121,24,22,14.7,14.7,12.43,12.51,102.8,0,13.86,21.3
6500.0,100.0,89.99,120,121,24,22,14.7,14.7,12.68,12.46,100.5,0,13.92,19.7
6500.0,100.0,82.33,120,121,24,22,14.7,14.7,12.4,12.43,99.2,0,13.9,18.5
6500.0,100.0,71.09,120,121,24,22,14.7,14.7,12.39,12.42,99.1,0,13.92,17.1
6500.0,100.0,73.81,120,121,24,22,14.7,14.7,12.6,12.47,100.2,0,13.91,16.1
6500.0,100.0,86.49,120,121,24,22,14.7,14.7,12.34,12.33,102.3,0,13.91,15.4
6500.0,100.0,88.91,120,121,24,22,14.7,14.7,12.51,12.77,104.9,0,13.88,15.0
6500.0,100.0,77.29,120,121,24,22,14.7,14.7,12.61,12.3,107.6,0,13.9,15.1
6500.0,100.0,70.03,120,121,24,22,14.7,14.7,12.47,12.48,109.7,0,13.87,15.4
6500.0,100.0,78.44,120,121,24,22,14.7,14.7,12.43,12.34,110.9,0,13.91,16.3
6500.0,100.0,89.38,120,121,24,22,14.7,14.7,12.37,12.51,110.8,0,13.89,17.3
6500.0,100.0,85.22,120,121,24,22,14.7,14.7,12.65,12.51,109.6,0,13.92,18.5
6500.0,100.0,72.93,120,121,24,22,14.7,14.7,12.47,12.27,107.4,0,13.91,20.0
6500.0,100.0,71.69,120,121,24,22,14.7,14.7,12.41,12.56,104.8,0,13.92,21.3
6500.0,100.0,83.83,120,121,24,22,14.7,14.7,12.6,12.65,102.2,0,13.89,22.5
6500.0,100.0,89.88,120,121,24,22,14.7,14.7,12.33,12.68,100.1,0,13.9,23.7
6500.0,100.0,80.39,120,121,24,22,14.7,14.7,12.52,12.54,99.1,0,13.94,24.5
